index,City,Date,Card Type,Exp Type,Gender,Amount
17618,"Bengaluru, India",02-Nov-13,Gold,Grocery,F,281540
18066,"Tumkur, India",02-Nov-13,Platinum,Grocery,M,173926
19361,"Satana, India",02-Nov-13,Silver,Bills,M,146491
19599,"Nowgong, India",02-Nov-13,Signature,Grocery,M,42886
19928,"Barpeta, India",02-Nov-13,Silver,Entertainment,F,116894
21354,"Chennai, India",02-Nov-13,Gold,Grocery,F,112793
21490,"Pune, India",02-Nov-13,Signature,Food,F,143287
22289,"Jaipur, India",02-Nov-13,Gold,Food,F,106028
22817,"Jaipur, India",02-Nov-13,Gold,Entertainment,F,158077
22843,"Hyderabad, India",02-Nov-13,Platinum,Food,M,167241
23425,"Lucknow, India",02-Nov-13,Platinum,Entertainment,F,49234
25119,"Kolkata, India",02-Nov-13,Silver,Grocery,F,267160
25147,"Lucknow, India",02-Nov-13,Platinum,Grocery,M,102767
25579,"Kolkata, India",02-Nov-13,Silver,Travel,F,195479
25646,"Pune, India",02-Nov-13,Signature,Travel,M,229221
25738,"Pune, India",02-Nov-13,Signature,Travel,M,88726
96,"Bengaluru, India",01-Nov-13,Gold,Bills,F,896384
918,"Greater Mumbai, India",01-Nov-13,Silver,Bills,F,76284
971,"Delhi, India",01-Nov-13,Silver,Grocery,F,190580
1506,"Ahmedabad, India",01-Nov-13,Signature,Food,F,46798
1823,"Ahmedabad, India",01-Nov-13,Silver,Fuel,M,215066
2007,"Bengaluru, India",01-Nov-13,Silver,Grocery,M,229005
2689,"Greater Mumbai, India",01-Nov-13,Silver,Grocery,F,148013
4853,"Ahmedabad, India",01-Nov-13,Platinum,Entertainment,F,89550
4912,"Bengaluru, India",01-Nov-13,Gold,Grocery,F,250112
5030,"Delhi, India",01-Nov-13,Silver,Entertainment,F,254156
7596,"Bengaluru, India",01-Nov-13,Silver,Fuel,F,17876
8127,"Bengaluru, India",01-Nov-13,Gold,Fuel,M,283156
8910,"Delhi, India",01-Nov-13,Gold,Grocery,M,51019
9707,"Bengaluru, India",01-Nov-13,Gold,Entertainment,M,192259
9883,"Greater Mumbai, India",01-Nov-13,Gold,Food,M,71877
10263,"Greater Mumbai, India",01-Nov-13,Gold,Food,F,29867
10432,"Bengaluru, India",01-Nov-13,Signature,Food,M,248338
10487,"Greater Mumbai, India",01-Nov-13,Silver,Bills,M,274289
11424,"Ahmedabad, India",01-Nov-13,Silver,Fuel,F,101427
13553,"Greater Mumbai, India",01-Nov-13,Platinum,Fuel,M,283676
13657,"Bengaluru, India",01-Nov-13,Silver,Bills,M,247819
14111,"Mokokchung, India",01-Nov-13,Platinum,Bills,M,162730
14159,"Pachora, India",01-Nov-13,Signature,Fuel,M,110996
14213,"Petlad, India",01-Nov-13,Signature,Grocery,M,118556
17161,"Belagavi, India",01-Nov-13,Signature,Grocery,F,83293
18657,"Nagpur, India",01-Nov-13,Platinum,Bills,M,107482
22241,"Pune, India",01-Nov-13,Signature,Food,M,158862
22343,"Jaipur, India",01-Nov-13,Platinum,Entertainment,M,165237
22425,"Jaipur, India",01-Nov-13,Silver,Entertainment,M,139154
22526,"Lucknow, India",01-Nov-13,Platinum,Grocery,M,95735
23352,"Hyderabad, India",01-Nov-13,Silver,Grocery,F,95824
23444,"Pune, India",01-Nov-13,Silver,Entertainment,F,177870
24045,"Lucknow, India",01-Nov-13,Platinum,Bills,M,191160
24167,"Kolkata, India",01-Nov-13,Silver,Grocery,F,153680
24235,"Kolkata, India",01-Nov-13,Signature,Food,F,51254
25067,"Pune, India",01-Nov-13,Signature,Fuel,M,32660
25687,"Kanpur, India",01-Nov-13,Silver,Travel,F,132025
249,"Delhi, India",31-Oct-13,Gold,Bills,F,868021
1124,"Ahmedabad, India",31-Oct-13,Silver,Fuel,F,2586
1479,"Delhi, India",31-Oct-13,Signature,Food,M,61684
1502,"Bengaluru, India",31-Oct-13,Signature,Food,F,157079
1890,"Delhi, India",31-Oct-13,Signature,Entertainment,F,84974
2261,"Bengaluru, India",31-Oct-13,Gold,Fuel,M,298183
2298,"Bengaluru, India",31-Oct-13,Signature,Fuel,M,195879
5420,"Delhi, India",31-Oct-13,Gold,Grocery,F,166138
5665,"Ahmedabad, India",31-Oct-13,Silver,Fuel,M,292832
5939,"Ahmedabad, India",31-Oct-13,Silver,Fuel,F,118753
6250,"Ahmedabad, India",31-Oct-13,Signature,Food,F,176054
6979,"Greater Mumbai, India",31-Oct-13,Silver,Fuel,F,295305
7867,"Ahmedabad, India",31-Oct-13,Gold,Fuel,M,20076
8264,"Greater Mumbai, India",31-Oct-13,Silver,Entertainment,M,209368
8335,"Ahmedabad, India",31-Oct-13,Silver,Food,F,58102
8781,"Delhi, India",31-Oct-13,Signature,Fuel,M,17966
8853,"Bengaluru, India",31-Oct-13,Gold,Bills,M,86653
9630,"Greater Mumbai, India",31-Oct-13,Gold,Bills,M,194680
9813,"Bengaluru, India",31-Oct-13,Signature,Grocery,M,278006
10379,"Greater Mumbai, India",31-Oct-13,Platinum,Fuel,F,77121
10475,"Greater Mumbai, India",31-Oct-13,Silver,Entertainment,M,285663
11777,"Ahmedabad, India",31-Oct-13,Gold,Bills,F,51687
12222,"Bengaluru, India",31-Oct-13,Gold,Bills,F,12192
12613,"Bengaluru, India",31-Oct-13,Signature,Entertainment,F,80160
12833,"Greater Mumbai, India",31-Oct-13,Signature,Entertainment,F,264768
13003,"Ahmedabad, India",31-Oct-13,Platinum,Fuel,F,20135
13322,"Ahmedabad, India",31-Oct-13,Silver,Food,M,281141
13676,"Delhi, India",31-Oct-13,Platinum,Bills,M,77410
13845,"Ahmedabad, India",31-Oct-13,Silver,Entertainment,F,60856
14011,"Narayanpet, India",31-Oct-13,Silver,Bills,M,126371
14095,"Karjat, India",31-Oct-13,Silver,Entertainment,F,210457
14432,"Udgir, India",31-Oct-13,Signature,Entertainment,F,242953
14776,"Nawabganj, India",31-Oct-13,Silver,Fuel,F,178371
15247,"Nadiad, India",31-Oct-13,Platinum,Food,F,120716
16074,"Noorpur, India",31-Oct-13,Signature,Grocery,M,228153
16125,"Sheopur, India",31-Oct-13,Gold,Bills,F,119143
16173,"Parli, India",31-Oct-13,Platinum,Bills,F,223344
16577,"Gobindgarh, India",31-Oct-13,Signature,Food,F,119890
17037,"Viramgam, India",31-Oct-13,Signature,Grocery,M,239661
18103,"Vijayawada, India",31-Oct-13,Silver,Bills,M,114593
19171,"Periyasemur, India",31-Oct-13,Signature,Fuel,M,84988
19609,"Etawah, India",31-Oct-13,Silver,Food,M,33688
19776,"Ranebennuru, India",31-Oct-13,Silver,Grocery,F,48178
20257,"Kanpur, India",31-Oct-13,Silver,Grocery,F,111158
20285,"Kanpur, India",31-Oct-13,Silver,Food,M,96905
20983,"Jaipur, India",31-Oct-13,Gold,Entertainment,F,273219
21053,"Kanpur, India",31-Oct-13,Signature,Entertainment,F,287391
25288,"Pune, India",31-Oct-13,Gold,Food,F,29419
296,"Delhi, India",30-Oct-13,Signature,Bills,F,446266
591,"Bengaluru, India",30-Oct-13,Signature,Food,F,57768
853,"Greater Mumbai, India",30-Oct-13,Silver,Food,F,238752
863,"Delhi, India",30-Oct-13,Silver,Entertainment,F,252226
950,"Bengaluru, India",30-Oct-13,Silver,Entertainment,F,226595
1294,"Greater Mumbai, India",30-Oct-13,Silver,Food,F,274080
1499,"Ahmedabad, India",30-Oct-13,Signature,Food,F,156754
3763,"Ahmedabad, India",30-Oct-13,Gold,Entertainment,M,84219
4300,"Greater Mumbai, India",30-Oct-13,Platinum,Bills,M,292254
4547,"Bengaluru, India",30-Oct-13,Gold,Grocery,M,57447
5017,"Greater Mumbai, India",30-Oct-13,Silver,Entertainment,M,38504
5702,"Ahmedabad, India",30-Oct-13,Platinum,Grocery,F,219139
6578,"Greater Mumbai, India",30-Oct-13,Platinum,Food,M,255399
6643,"Ahmedabad, India",30-Oct-13,Silver,Food,F,101404
6766,"Bengaluru, India",30-Oct-13,Platinum,Bills,F,287162
8150,"Greater Mumbai, India",30-Oct-13,Platinum,Entertainment,F,78598
8693,"Bengaluru, India",30-Oct-13,Silver,Fuel,M,20239
8931,"Greater Mumbai, India",30-Oct-13,Silver,Entertainment,F,125470
9490,"Bengaluru, India",30-Oct-13,Signature,Grocery,F,170707
9760,"Bengaluru, India",30-Oct-13,Silver,Grocery,F,222370
10598,"Greater Mumbai, India",30-Oct-13,Silver,Grocery,M,2611
11119,"Ahmedabad, India",30-Oct-13,Gold,Grocery,M,41569
11694,"Delhi, India",30-Oct-13,Silver,Entertainment,M,95541
12639,"Bengaluru, India",30-Oct-13,Signature,Entertainment,F,273798
13381,"Delhi, India",30-Oct-13,Platinum,Fuel,F,119213
14088,"Imphal, India",30-Oct-13,Signature,Entertainment,M,225496
14569,"Thiruvarur, India",30-Oct-13,Silver,Entertainment,M,108301
14929,"Tikamgarh, India",30-Oct-13,Signature,Grocery,M,298476
15250,"Tilda Newra, India",30-Oct-13,Silver,Food,F,295989
15442,"Port Blair, India",30-Oct-13,Silver,Grocery,M,260478
15729,"Sainthia, India",30-Oct-13,Gold,Bills,F,227389
15808,"Faridkot, India",30-Oct-13,Signature,Entertainment,M,212433
15863,"Rajgarh (Churu), India",30-Oct-13,Silver,Entertainment,M,213382
15910,"Phalodi, India",30-Oct-13,Platinum,Entertainment,F,235501
16911,"Azamgarh, India",30-Oct-13,Platinum,Fuel,F,30349
17166,"Yavatmal, India",30-Oct-13,Platinum,Food,F,149247
17281,"Patiala, India",30-Oct-13,Silver,Bills,F,222280
19673,"Neyyattinkara, India",30-Oct-13,Platinum,Entertainment,F,33291
21248,"Jaipur, India",30-Oct-13,Signature,Bills,M,289229
21256,"Kanpur, India",30-Oct-13,Silver,Grocery,M,169775
21552,"Jaipur, India",30-Oct-13,Silver,Fuel,F,124255
22711,"Pune, India",30-Oct-13,Signature,Food,M,196248
22751,"Hyderabad, India",30-Oct-13,Platinum,Entertainment,M,228911
22754,"Surat, India",30-Oct-13,Platinum,Grocery,F,29981
23063,"Chennai, India",30-Oct-13,Platinum,Entertainment,F,59480
24424,"Lucknow, India",30-Oct-13,Platinum,Food,F,168041
24629,"Lucknow, India",30-Oct-13,Silver,Fuel,F,84790
25012,"Kolkata, India",30-Oct-13,Silver,Bills,F,135440
25287,"Chennai, India",30-Oct-13,Signature,Grocery,M,219720
25358,"Jaipur, India",30-Oct-13,Platinum,Travel,F,73084
25376,"Chennai, India",30-Oct-13,Gold,Travel,M,270426
25732,"Kolkata, India",30-Oct-13,Gold,Travel,F,100064
63,"Greater Mumbai, India",29-Oct-13,Signature,Bills,F,557370
130,"Greater Mumbai, India",29-Oct-13,Platinum,Bills,F,555123
677,"Ahmedabad, India",29-Oct-13,Silver,Food,F,64241
1760,"Bengaluru, India",29-Oct-13,Signature,Grocery,M,120392
2974,"Ahmedabad, India",29-Oct-13,Signature,Entertainment,F,83901
3255,"Greater Mumbai, India",29-Oct-13,Signature,Grocery,M,6676
3880,"Ahmedabad, India",29-Oct-13,Platinum,Bills,M,238959
4137,"Ahmedabad, India",29-Oct-13,Silver,Food,M,272194
4357,"Delhi, India",29-Oct-13,Platinum,Grocery,F,63112
4866,"Ahmedabad, India",29-Oct-13,Signature,Entertainment,F,125517
5109,"Delhi, India",29-Oct-13,Signature,Bills,F,48176
5215,"Greater Mumbai, India",29-Oct-13,Platinum,Grocery,M,124882
6258,"Delhi, India",29-Oct-13,Silver,Food,F,171115
7026,"Delhi, India",29-Oct-13,Signature,Bills,M,204908
7766,"Delhi, India",29-Oct-13,Gold,Bills,F,273658
8826,"Ahmedabad, India",29-Oct-13,Platinum,Fuel,M,268134
8997,"Greater Mumbai, India",29-Oct-13,Gold,Grocery,F,23606
9231,"Greater Mumbai, India",29-Oct-13,Silver,Bills,M,163061
9308,"Greater Mumbai, India",29-Oct-13,Silver,Grocery,M,186831
9349,"Delhi, India",29-Oct-13,Platinum,Grocery,F,130553
9463,"Ahmedabad, India",29-Oct-13,Signature,Fuel,M,171266
9563,"Bengaluru, India",29-Oct-13,Signature,Grocery,F,215394
9751,"Bengaluru, India",29-Oct-13,Silver,Fuel,F,261424
10576,"Greater Mumbai, India",29-Oct-13,Signature,Fuel,F,154002
10835,"Greater Mumbai, India",29-Oct-13,Gold,Entertainment,F,178375
11208,"Ahmedabad, India",29-Oct-13,Platinum,Food,M,221566
11695,"Ahmedabad, India",29-Oct-13,Silver,Entertainment,F,1969
11916,"Ahmedabad, India",29-Oct-13,Silver,Entertainment,F,241605
11949,"Bengaluru, India",29-Oct-13,Silver,Grocery,F,63284
12414,"Delhi, India",29-Oct-13,Silver,Entertainment,M,5675
12813,"Ahmedabad, India",29-Oct-13,Platinum,Entertainment,M,144978
12930,"Delhi, India",29-Oct-13,Gold,Food,M,126717
13687,"Bengaluru, India",29-Oct-13,Gold,Bills,M,282107
14520,"Faridabad, India",29-Oct-13,Platinum,Bills,M,296249
16248,"Musabani, India",29-Oct-13,Gold,Fuel,F,202808
17140,"Nawapur, India",29-Oct-13,Platinum,Grocery,F,15184
17342,"Sugauli, India",29-Oct-13,Gold,Fuel,F,1544
17851,"Taliparamba, India",29-Oct-13,Platinum,Fuel,F,86081
18059,"Mandi, India",29-Oct-13,Signature,Fuel,F,274820
20060,"Kolkata, India",29-Oct-13,Signature,Grocery,M,147801
21548,"Pune, India",29-Oct-13,Platinum,Entertainment,M,155623
22410,"Jaipur, India",29-Oct-13,Gold,Food,M,52745
22820,"Kolkata, India",29-Oct-13,Platinum,Fuel,M,293724
22859,"Chennai, India",29-Oct-13,Platinum,Food,M,150036
23304,"Kolkata, India",29-Oct-13,Platinum,Grocery,M,218174
23364,"Chennai, India",29-Oct-13,Silver,Bills,F,2179
23458,"Lucknow, India",29-Oct-13,Signature,Bills,F,289814
23589,"Jaipur, India",29-Oct-13,Gold,Bills,F,285190
24684,"Chennai, India",29-Oct-13,Signature,Bills,F,269338
25623,"Hyderabad, India",29-Oct-13,Signature,Travel,F,146904
230,"Delhi, India",28-Oct-13,Signature,Bills,F,861177
532,"Bengaluru, India",28-Oct-13,Platinum,Food,F,245056
769,"Ahmedabad, India",28-Oct-13,Silver,Food,F,174245
2354,"Bengaluru, India",28-Oct-13,Silver,Fuel,M,239045
3489,"Delhi, India",28-Oct-13,Platinum,Entertainment,M,113312
3507,"Bengaluru, India",28-Oct-13,Platinum,Entertainment,F,6743
3538,"Greater Mumbai, India",28-Oct-13,Silver,Entertainment,M,273218
4182,"Bengaluru, India",28-Oct-13,Gold,Grocery,M,85470
4719,"Bengaluru, India",28-Oct-13,Signature,Grocery,M,8051
5459,"Bengaluru, India",28-Oct-13,Platinum,Food,M,222217
7576,"Ahmedabad, India",28-Oct-13,Gold,Entertainment,M,216161
9445,"Bengaluru, India",28-Oct-13,Gold,Entertainment,M,198887
11259,"Ahmedabad, India",28-Oct-13,Signature,Entertainment,F,194820
11706,"Bengaluru, India",28-Oct-13,Signature,Entertainment,M,224161
12201,"Delhi, India",28-Oct-13,Signature,Entertainment,F,136974
12511,"Delhi, India",28-Oct-13,Silver,Fuel,M,19012
13027,"Ahmedabad, India",28-Oct-13,Platinum,Entertainment,M,97720
13330,"Bengaluru, India",28-Oct-13,Signature,Entertainment,F,135079
13656,"Greater Mumbai, India",28-Oct-13,Signature,Grocery,F,44288
13932,"Greater Mumbai, India",28-Oct-13,Platinum,Bills,F,183120
14449,"Deoghar, India",28-Oct-13,Gold,Grocery,M,63821
15041,"Hapur, India",28-Oct-13,Silver,Food,M,122679
15608,"Meerut, India",28-Oct-13,Signature,Grocery,F,26005
17155,"Kashipur, India",28-Oct-13,Signature,Bills,F,174310
17347,"Kadiri, India",28-Oct-13,Platinum,Grocery,F,5888
17620,"Mohali, India",28-Oct-13,Gold,Food,F,54119
18241,"Mahasamund, India",28-Oct-13,Signature,Bills,F,112169
18636,"Ponnur, India",28-Oct-13,Silver,Food,F,167546
20220,"Kanpur, India",28-Oct-13,Signature,Entertainment,M,249238
20968,"Surat, India",28-Oct-13,Signature,Grocery,F,36459
21422,"Lucknow, India",28-Oct-13,Gold,Fuel,F,139699
22588,"Kolkata, India",28-Oct-13,Gold,Grocery,F,87520
23367,"Kanpur, India",28-Oct-13,Signature,Food,F,226208
23612,"Chennai, India",28-Oct-13,Signature,Grocery,M,91631
23876,"Pune, India",28-Oct-13,Silver,Fuel,M,131392
24166,"Chennai, India",28-Oct-13,Platinum,Entertainment,F,283113
24292,"Lucknow, India",28-Oct-13,Signature,Bills,F,238644
40,"Delhi, India",27-Oct-13,Platinum,Bills,F,678842
134,"Delhi, India",27-Oct-13,Gold,Bills,F,996754
2571,"Delhi, India",27-Oct-13,Platinum,Fuel,F,283215
2629,"Greater Mumbai, India",27-Oct-13,Silver,Fuel,M,294341
3397,"Greater Mumbai, India",27-Oct-13,Signature,Food,M,33781
3937,"Delhi, India",27-Oct-13,Platinum,Fuel,M,282581
4373,"Ahmedabad, India",27-Oct-13,Signature,Bills,F,130641
6038,"Ahmedabad, India",27-Oct-13,Silver,Bills,F,228689
6290,"Delhi, India",27-Oct-13,Signature,Food,M,235573
6541,"Bengaluru, India",27-Oct-13,Silver,Grocery,M,283888
6562,"Ahmedabad, India",27-Oct-13,Gold,Fuel,M,227344
6697,"Greater Mumbai, India",27-Oct-13,Signature,Food,F,162606
7389,"Greater Mumbai, India",27-Oct-13,Signature,Fuel,F,238195
7644,"Greater Mumbai, India",27-Oct-13,Gold,Food,F,146404
8123,"Greater Mumbai, India",27-Oct-13,Platinum,Entertainment,F,79258
8251,"Ahmedabad, India",27-Oct-13,Signature,Bills,F,92570
8265,"Delhi, India",27-Oct-13,Platinum,Bills,M,143840
8340,"Delhi, India",27-Oct-13,Platinum,Fuel,F,109865
8761,"Ahmedabad, India",27-Oct-13,Gold,Entertainment,F,143390
9757,"Bengaluru, India",27-Oct-13,Gold,Grocery,M,255458
9960,"Greater Mumbai, India",27-Oct-13,Platinum,Fuel,M,185142
10900,"Bengaluru, India",27-Oct-13,Gold,Fuel,F,59639
11300,"Ahmedabad, India",27-Oct-13,Platinum,Grocery,F,210891
12006,"Greater Mumbai, India",27-Oct-13,Signature,Bills,F,241157
14270,"Mahasamund, India",27-Oct-13,Platinum,Fuel,F,168855
14459,"Manavadar, India",27-Oct-13,Silver,Fuel,F,95712
15104,"Sankari, India",27-Oct-13,Platinum,Food,F,291735
15147,"Pavagada, India",27-Oct-13,Gold,Entertainment,M,91400
15299,"Raisen, India",27-Oct-13,Silver,Bills,M,35875
17152,"Shrigonda, India",27-Oct-13,Gold,Entertainment,M,110619
17484,"Tharamangalam, India",27-Oct-13,Silver,Entertainment,F,220103
17924,"Nellore, India",27-Oct-13,Gold,Entertainment,M,261511
20068,"Kanpur, India",27-Oct-13,Platinum,Fuel,F,88558
20803,"Kanpur, India",27-Oct-13,Platinum,Grocery,M,24358
21245,"Kanpur, India",27-Oct-13,Signature,Food,M,186965
22117,"Hyderabad, India",27-Oct-13,Silver,Bills,F,83731
22664,"Kanpur, India",27-Oct-13,Platinum,Food,F,137410
23498,"Hyderabad, India",27-Oct-13,Gold,Food,F,151689
24280,"Hyderabad, India",27-Oct-13,Silver,Grocery,F,146582
24536,"Surat, India",27-Oct-13,Gold,Food,F,54873
25343,"Hyderabad, India",27-Oct-13,Signature,Travel,M,116178
152,"Bengaluru, India",26-Oct-13,Gold,Bills,F,897621
2025,"Bengaluru, India",26-Oct-13,Platinum,Grocery,M,226207
2189,"Ahmedabad, India",26-Oct-13,Platinum,Fuel,M,236462
2885,"Bengaluru, India",26-Oct-13,Silver,Grocery,M,248719
3459,"Bengaluru, India",26-Oct-13,Silver,Food,F,230403
5826,"Greater Mumbai, India",26-Oct-13,Platinum,Food,M,60841
6135,"Ahmedabad, India",26-Oct-13,Platinum,Food,F,123358
7554,"Greater Mumbai, India",26-Oct-13,Silver,Entertainment,F,266746
8195,"Delhi, India",26-Oct-13,Signature,Grocery,F,13059
8262,"Bengaluru, India",26-Oct-13,Signature,Bills,F,294094
8424,"Delhi, India",26-Oct-13,Gold,Grocery,M,269723
8515,"Greater Mumbai, India",26-Oct-13,Gold,Bills,F,296833
8518,"Bengaluru, India",26-Oct-13,Silver,Food,F,82248
10500,"Ahmedabad, India",26-Oct-13,Signature,Fuel,M,223931
11708,"Bengaluru, India",26-Oct-13,Gold,Food,F,142970
12939,"Ahmedabad, India",26-Oct-13,Platinum,Entertainment,F,252512
13886,"Bengaluru, India",26-Oct-13,Signature,Fuel,F,129356
13910,"Bengaluru, India",26-Oct-13,Silver,Food,F,213072
14543,"Sikandra Rao, India",26-Oct-13,Silver,Bills,M,226318
14734,"Mandideep, India",26-Oct-13,Silver,Food,F,23298
16119,"Rajpura, India",26-Oct-13,Silver,Food,M,97925
16584,"Soron, India",26-Oct-13,Platinum,Food,F,18435
16673,"Nagaon, India",26-Oct-13,Signature,Entertainment,F,111104
17642,"Baripada Town, India",26-Oct-13,Silver,Food,F,80257
18179,"Mudhol, India",26-Oct-13,Gold,Grocery,M,283229
18947,"Ranavav, India",26-Oct-13,Silver,Entertainment,F,181754
19201,"Yamunanagar, India",26-Oct-13,Signature,Bills,M,32342
19767,"Ludhiana, India",26-Oct-13,Gold,Food,M,149950
20449,"Kolkata, India",26-Oct-13,Signature,Entertainment,F,210228
20568,"Lucknow, India",26-Oct-13,Gold,Bills,M,166067
22379,"Chennai, India",26-Oct-13,Silver,Entertainment,F,114398
22570,"Surat, India",26-Oct-13,Platinum,Grocery,M,78701
22872,"Hyderabad, India",26-Oct-13,Signature,Entertainment,F,51387
23311,"Lucknow, India",26-Oct-13,Signature,Fuel,F,6429
23635,"Jaipur, India",26-Oct-13,Silver,Grocery,M,239704
23931,"Chennai, India",26-Oct-13,Signature,Entertainment,M,44048
24297,"Chennai, India",26-Oct-13,Platinum,Food,F,108171
24981,"Surat, India",26-Oct-13,Platinum,Entertainment,F,180501
26040,"Hyderabad, India",26-Oct-13,Gold,Travel,F,163352
161,"Delhi, India",25-Oct-13,Signature,Bills,F,576994
1398,"Bengaluru, India",25-Oct-13,Signature,Food,F,225578
1611,"Delhi, India",25-Oct-13,Silver,Grocery,M,38793
2378,"Ahmedabad, India",25-Oct-13,Signature,Fuel,F,132803
2407,"Bengaluru, India",25-Oct-13,Platinum,Fuel,M,67613
2704,"Greater Mumbai, India",25-Oct-13,Silver,Food,F,296385
3004,"Greater Mumbai, India",25-Oct-13,Signature,Bills,F,70885
3238,"Bengaluru, India",25-Oct-13,Silver,Entertainment,F,30391
4244,"Delhi, India",25-Oct-13,Silver,Grocery,M,247715
5117,"Delhi, India",25-Oct-13,Silver,Entertainment,M,233984
5170,"Bengaluru, India",25-Oct-13,Gold,Grocery,F,271783
5885,"Greater Mumbai, India",25-Oct-13,Silver,Bills,F,154879
7982,"Greater Mumbai, India",25-Oct-13,Silver,Fuel,M,181094
8114,"Greater Mumbai, India",25-Oct-13,Gold,Bills,M,4303
8565,"Greater Mumbai, India",25-Oct-13,Platinum,Bills,F,210484
9784,"Greater Mumbai, India",25-Oct-13,Platinum,Food,M,3656
11094,"Delhi, India",25-Oct-13,Platinum,Grocery,M,227074
11142,"Delhi, India",25-Oct-13,Platinum,Entertainment,M,244029
11624,"Ahmedabad, India",25-Oct-13,Platinum,Entertainment,M,75745
11647,"Greater Mumbai, India",25-Oct-13,Gold,Bills,M,237660
11702,"Greater Mumbai, India",25-Oct-13,Silver,Fuel,F,91450
11942,"Bengaluru, India",25-Oct-13,Signature,Food,F,42802
11997,"Ahmedabad, India",25-Oct-13,Silver,Grocery,M,40749
12842,"Delhi, India",25-Oct-13,Silver,Grocery,F,74859
13986,"Greater Mumbai, India",25-Oct-13,Signature,Fuel,M,257510
14518,"Sattur, India",25-Oct-13,Signature,Bills,F,213837
14582,"Ramachandrapuram, India",25-Oct-13,Platinum,Food,M,87659
14743,"Revelganj, India",25-Oct-13,Signature,Fuel,F,128962
14746,"Firozabad, India",25-Oct-13,Gold,Grocery,M,287283
15405,"Udaipur, India",25-Oct-13,Platinum,Food,F,262659
16023,"Machilipatnam, India",25-Oct-13,Signature,Fuel,M,119821
16511,"Kavali, India",25-Oct-13,Signature,Entertainment,M,192194
17507,"Shivamogga, India",25-Oct-13,Gold,Fuel,F,224659
17901,"Kayamkulam, India",25-Oct-13,Platinum,Bills,F,201973
18688,"Surat, India",25-Oct-13,Platinum,Bills,F,153917
19863,"Tundla, India",25-Oct-13,Signature,Entertainment,F,265749
19912,"Bhilwara, India",25-Oct-13,Platinum,Food,M,89663
20186,"Surat, India",25-Oct-13,Silver,Food,F,250973
20575,"Hyderabad, India",25-Oct-13,Platinum,Bills,M,109714
20919,"Lucknow, India",25-Oct-13,Gold,Food,F,137176
21348,"Kanpur, India",25-Oct-13,Signature,Grocery,M,98511
22052,"Pune, India",25-Oct-13,Silver,Food,M,132106
22580,"Surat, India",25-Oct-13,Platinum,Bills,F,296802
22735,"Surat, India",25-Oct-13,Signature,Grocery,M,164309
23253,"Pune, India",25-Oct-13,Silver,Grocery,F,221942
23394,"Surat, India",25-Oct-13,Gold,Grocery,F,53677
24337,"Kolkata, India",25-Oct-13,Gold,Grocery,F,110415
1354,"Bengaluru, India",24-Oct-13,Silver,Food,F,107100
2246,"Greater Mumbai, India",24-Oct-13,Platinum,Fuel,M,16449
2347,"Bengaluru, India",24-Oct-13,Gold,Fuel,M,95578
